SEQN,sex,age_year,race,education,marital_status,income_pov_rat
109788.0,M,3.0,Non-Hispanic White,,,2.07
109789.0,F,32.0,Non-Hispanic White,College graduate or above,Married/Living with Partner,5.0
109791.0,M,28.0,Non-Hispanic Black,Some college or AA degree,Never married,2.83
109792.0,M,6.0,Other Hispanic,,,4.31
109793.0,F,80.0,Non-Hispanic White,Some college or AA degree,Widowed/Divorced/Separated,5.0
109794.0,M,63.0,Non-Hispanic White,Some college or AA degree,Married/Living with Partner,2.59
109795.0,M,13.0,Non-Hispanic White,,,5.0
109798.0,F,10.0,Non-Hispanic Black,,,0.06
109800.0,M,31.0,Other Race - Including Multi-Racial,9-11th grade,Never married,4.31
109801.0,M,6.0,Non-Hispanic Asian,,,
109802.0,M,25.0,Non-Hispanic White,High school graduate/GED or equivalent,Married/Living with Partner,0.81
109803.0,F,56.0,Non-Hispanic Black,Some college or AA degree,Widowed/Divorced/Separated,0.8
109804.0,F,16.0,Mexican American,,,0.1
109805.0,F,43.0,Non-Hispanic Black,High school graduate/GED or equivalent,Married/Living with Partner,2.92
109806.0,F,25.0,Non-Hispanic Black,High school graduate/GED or equivalent,Never married,2.56
109807.0,M,31.0,Non-Hispanic White,College graduate or above,Married/Living with Partner,5.0
109808.0,M,3.0,Non-Hispanic White,,,4.17
109809.0,F,20.0,Non-Hispanic White,Some college or AA degree,Never married,5.0
109810.0,F,16.0,Non-Hispanic White,,,3.98
109811.0,M,52.0,Non-Hispanic Asian,College graduate or above,Married/Living with Partner,3.73
109812.0,F,72.0,Non-Hispanic Black,Some college or AA degree,Married/Living with Partner,4.85
109813.0,M,32.0,Mexican American,High school graduate/GED or equivalent,Never married,2.49
109814.0,F,29.0,Non-Hispanic Black,9-11th grade,Married/Living with Partner,0.35
109815.0,F,52.0,Non-Hispanic Black,College graduate or above,Married/Living with Partner,5.0
109816.0,F,55.0,Non-Hispanic White,Some college or AA degree,Widowed/Divorced/Separated,2.59
109817.0,F,36.0,Non-Hispanic Asian,College graduate or above,Married/Living with Partner,5.0
109820.0,F,29.0,Mexican American,High school graduate/GED or equivalent,Married/Living with Partner,0.93
109821.0,M,19.0,Non-Hispanic Black,,,2.65
109822.0,F,16.0,Non-Hispanic Black,,,5.0
109823.0,F,80.0,Other Race - Including Multi-Racial,College graduate or above,Widowed/Divorced/Separated,4.77
109825.0,M,22.0,Other Hispanic,High school graduate/GED or equivalent,Never married,0.41
109829.0,F,13.0,Non-Hispanic Black,,,1.26
109831.0,M,50.0,Non-Hispanic White,High school graduate/GED or equivalent,Married/Living with Partner,3.79
109832.0,M,5.0,Non-Hispanic White,,,0.61
109834.0,F,11.0,Mexican American,,,1.7
109836.0,M,30.0,Non-Hispanic Black,Some college or AA degree,Married/Living with Partner,1.44
109837.0,F,18.0,Other Hispanic,,,4.01
109838.0,M,5.0,Non-Hispanic White,,,5.0
109839.0,F,66.0,Non-Hispanic Black,High school graduate/GED or equivalent,Widowed/Divorced/Separated,1.13
109841.0,F,54.0,Non-Hispanic White,Some college or AA degree,Married/Living with Partner,1.42
109842.0,M,14.0,Non-Hispanic White,,,1.26
109843.0,M,35.0,Mexican American,Some college or AA degree,Never married,2.89
109844.0,M,59.0,Other Hispanic,Some college or AA degree,Widowed/Divorced/Separated,2.88
109845.0,F,77.0,Non-Hispanic White,Some college or AA degree,Widowed/Divorced/Separated,2.32
109847.0,M,15.0,Non-Hispanic Black,,,0.49
109848.0,M,14.0,Non-Hispanic White,,,1.73
109849.0,F,3.0,Non-Hispanic White,,,0.3
109850.0,F,50.0,Mexican American,Some college or AA degree,Married/Living with Partner,5.0
109851.0,F,6.0,Non-Hispanic Black,,,0.56
109853.0,F,7.0,Mexican American,,,0.89
109854.0,M,67.0,Other Race - Including Multi-Racial,College graduate or above,Widowed/Divorced/Separated,
109855.0,M,29.0,Mexican American,9-11th grade,Married/Living with Partner,0.8
109856.0,F,54.0,Other Hispanic,Some college or AA degree,Widowed/Divorced/Separated,1.07
109857.0,M,74.0,Non-Hispanic White,High school graduate/GED or equivalent,Married/Living with Partner,1.71
109858.0,F,14.0,Non-Hispanic Black,,,5.0
109859.0,F,13.0,Non-Hispanic Black,,,0.69
109860.0,F,25.0,Non-Hispanic Black,Some college or AA degree,Never married,4.65
109862.0,F,41.0,Other Hispanic,Some college or AA degree,Married/Living with Partner,
109863.0,F,64.0,Other Race - Including Multi-Racial,Some college or AA degree,Married/Living with Partner,1.64
109864.0,F,75.0,Non-Hispanic White,High school graduate/GED or equivalent,Married/Living with Partner,5.0
109865.0,F,33.0,Non-Hispanic Black,9-11th grade,Never married,0.36
109866.0,F,28.0,Non-Hispanic White,Some college or AA degree,Married/Living with Partner,4.05
109867.0,M,55.0,Non-Hispanic White,9-11th grade,Widowed/Divorced/Separated,0.58
109868.0,F,55.0,Mexican American,High school graduate/GED or equivalent,Married/Living with Partner,1.5
109869.0,M,75.0,Non-Hispanic White,Some college or AA degree,Married/Living with Partner,4.44
109873.0,F,18.0,Non-Hispanic White,,,0.17
109874.0,M,55.0,Other Hispanic,Some college or AA degree,Married/Living with Partner,5.0
109876.0,F,80.0,Non-Hispanic White,Some college or AA degree,Widowed/Divorced/Separated,4.21
109877.0,M,41.0,Non-Hispanic Black,Some college or AA degree,Widowed/Divorced/Separated,5.0
109878.0,M,19.0,Non-Hispanic White,,,5.0
109879.0,F,60.0,Other Hispanic,High school graduate/GED or equivalent,Married/Living with Partner,5.0
109880.0,M,13.0,Mexican American,,,0.6
109881.0,M,48.0,Non-Hispanic Asian,College graduate or above,Married/Living with Partner,5.0
109882.0,F,14.0,Non-Hispanic Black,,,
109884.0,F,45.0,Mexican American,High school graduate/GED or equivalent,Married/Living with Partner,5.0
109886.0,M,64.0,Non-Hispanic White,High school graduate/GED or equivalent,Widowed/Divorced/Separated,
109887.0,M,25.0,Other Race - Including Multi-Racial,High school graduate/GED or equivalent,Married/Living with Partner,3.19
109888.0,M,8.0,Non-Hispanic Asian,,,1.32
109889.0,F,8.0,Other Race - Including Multi-Racial,,,4.85
109893.0,F,20.0,Non-Hispanic Black,High school graduate/GED or equivalent,Never married,1.16
109894.0,F,32.0,Mexican American,Some college or AA degree,Widowed/Divorced/Separated,1.82
109895.0,M,21.0,Mexican American,Some college or AA degree,Never married,
109897.0,M,80.0,Non-Hispanic Black,College graduate or above,Married/Living with Partner,1.39
109898.0,F,48.0,Other Hispanic,9-11th grade,Widowed/Divorced/Separated,1.88
109900.0,F,80.0,Non-Hispanic White,Some college or AA degree,Married/Living with Partner,5.0
109901.0,M,80.0,Non-Hispanic White,High school graduate/GED or equivalent,Married/Living with Partner,1.69
109902.0,F,75.0,Non-Hispanic Black,High school graduate/GED or equivalent,Widowed/Divorced/Separated,1.78
109903.0,M,53.0,Non-Hispanic Black,College graduate or above,Married/Living with Partner,5.0
109905.0,F,52.0,Non-Hispanic White,Some college or AA degree,Widowed/Divorced/Separated,
109906.0,M,10.0,Other Race - Including Multi-Racial,,,4.58
109907.0,M,6.0,Non-Hispanic Black,,,0.8
109910.0,M,16.0,Non-Hispanic Black,,,3.74
109911.0,M,13.0,Non-Hispanic Black,,,
109913.0,F,52.0,Non-Hispanic Black,High school graduate/GED or equivalent,Never married,2.07
109915.0,M,58.0,Mexican American,Some college or AA degree,Married/Living with Partner,5.0
109916.0,M,25.0,Non-Hispanic Black,High school graduate/GED or equivalent,Married/Living with Partner,3.37
109917.0,F,54.0,Non-Hispanic White,College graduate or above,Widowed/Divorced/Separated,4.0
109918.0,M,66.0,Mexican American,High school graduate/GED or equivalent,Married/Living with Partner,
109919.0,F,45.0,Mexican American,Less than 9th grade,Married/Living with Partner,
109920.0,M,6.0,Other Hispanic,,,1.64
109921.0,F,58.0,Non-Hispanic Asian,High school graduate/GED or equivalent,Married/Living with Partner,5.0
109922.0,F,42.0,Non-Hispanic White,High school graduate/GED or equivalent,Widowed/Divorced/Separated,0.51
109923.0,F,5.0,Non-Hispanic White,,,0.33
109924.0,M,10.0,Non-Hispanic Black,,,1.3
109926.0,F,45.0,Non-Hispanic Black,College graduate or above,Married/Living with Partner,
109927.0,F,4.0,Non-Hispanic White,,,0.37
109929.0,M,13.0,Non-Hispanic Black,,,3.23
109930.0,M,51.0,Non-Hispanic Black,Some college or AA degree,Married/Living with Partner,5.0
109931.0,F,40.0,Non-Hispanic Black,Some college or AA degree,Married/Living with Partner,1.14
109932.0,M,72.0,Non-Hispanic White,College graduate or above,Married/Living with Partner,4.62
109933.0,F,9.0,Other Race - Including Multi-Racial,,,5.0
109935.0,F,9.0,Non-Hispanic White,,,1.3
109937.0,M,74.0,Other Race - Including Multi-Racial,College graduate or above,Widowed/Divorced/Separated,3.38
109939.0,F,37.0,Other Hispanic,Less than 9th grade,Married/Living with Partner,
109940.0,F,57.0,Other Hispanic,High school graduate/GED or equivalent,Married/Living with Partner,0.86
109942.0,F,79.0,Non-Hispanic White,College graduate or above,Widowed/Divorced/Separated,3.09
109944.0,F,12.0,Non-Hispanic White,,,1.26
109945.0,M,32.0,Other Race - Including Multi-Racial,College graduate or above,Married/Living with Partner,5.0
109946.0,F,43.0,Non-Hispanic White,College graduate or above,Married/Living with Partner,2.32
109947.0,M,64.0,Non-Hispanic Black,9-11th grade,Widowed/Divorced/Separated,
109951.0,M,9.0,Non-Hispanic Black,,,0.12
109954.0,M,2.0,Non-Hispanic White,,,2.64
109957.0,F,64.0,Non-Hispanic Asian,Some college or AA degree,Married/Living with Partner,2.38
109959.0,F,80.0,Non-Hispanic Black,College graduate or above,Widowed/Divorced/Separated,2.36
109960.0,M,59.0,Non-Hispanic Asian,College graduate or above,Married/Living with Partner,5.0
109962.0,M,76.0,Non-Hispanic White,College graduate or above,Married/Living with Partner,4.64
109963.0,F,48.0,Non-Hispanic Black,9-11th grade,Married/Living with Partner,0.88
109964.0,F,10.0,Non-Hispanic White,,,2.64
109965.0,M,10.0,Non-Hispanic Black,,,1.18
109966.0,M,68.0,Other Hispanic,Some college or AA degree,Married/Living with Partner,5.0
109968.0,M,47.0,Mexican American,Less than 9th grade,Married/Living with Partner,
109971.0,F,58.0,Non-Hispanic Black,High school graduate/GED or equivalent,Widowed/Divorced/Separated,1.08
109972.0,F,41.0,Mexican American,High school graduate/GED or equivalent,Married/Living with Partner,0.12
109973.0,M,6.0,Non-Hispanic Black,,,
109975.0,F,39.0,Non-Hispanic Black,College graduate or above,Married/Living with Partner,5.0
109976.0,M,58.0,Non-Hispanic Black,Some college or AA degree,Married/Living with Partner,5.397605346934028e-79
109978.0,F,30.0,Other Race - Including Multi-Racial,Some college or AA degree,Married/Living with Partner,3.18
109979.0,F,31.0,Non-Hispanic Asian,College graduate or above,Married/Living with Partner,4.19
109981.0,F,68.0,Other Hispanic,Less than 9th grade,Widowed/Divorced/Separated,1.1
109982.0,F,7.0,Other Hispanic,,,
109983.0,M,7.0,Non-Hispanic White,,,5.0
109988.0,F,6.0,Non-Hispanic White,,,4.25
109989.0,M,3.0,Non-Hispanic Asian,,,
109990.0,M,66.0,Non-Hispanic Black,9-11th grade,Widowed/Divorced/Separated,0.74
109991.0,M,50.0,Non-Hispanic White,High school graduate/GED or equivalent,Widowed/Divorced/Separated,2.47
109992.0,M,55.0,Non-Hispanic Black,Some college or AA degree,Married/Living with Partner,3.79
109994.0,F,73.0,Non-Hispanic White,High school graduate/GED or equivalent,Married/Living with Partner,2.83
109996.0,F,4.0,Non-Hispanic White,,,
109998.0,F,11.0,Non-Hispanic White,,,3.01
109999.0,M,47.0,Non-Hispanic White,Some college or AA degree,Married/Living with Partner,2.55
110001.0,F,7.0,Non-Hispanic White,,,2.52
110002.0,M,16.0,Other Hispanic,,,3.88
110003.0,F,16.0,Non-Hispanic Black,,,3.4
110004.0,F,20.0,Non-Hispanic Asian,Some college or AA degree,Never married,5.0
110005.0,F,45.0,Non-Hispanic Black,High school graduate/GED or equivalent,Never married,0.95
110006.0,F,80.0,Non-Hispanic White,High school graduate/GED or equivalent,Married/Living with Partner,1.46
110007.0,F,63.0,Non-Hispanic White,9-11th grade,Married/Living with Partner,1.06
110008.0,F,14.0,Other Hispanic,,,1.28
110009.0,M,16.0,Other Race - Including Multi-Racial,,,0.53
110010.0,F,55.0,Non-Hispanic White,College graduate or above,Married/Living with Partner,5.0
110012.0,F,56.0,Non-Hispanic White,Some college or AA degree,Married/Living with Partner,4.93
110013.0,F,4.0,Non-Hispanic White,,,2.25
110014.0,F,11.0,Non-Hispanic White,,,1.42
110015.0,F,52.0,Mexican American,9-11th grade,Married/Living with Partner,1.52
110016.0,F,29.0,Non-Hispanic Black,College graduate or above,Never married,0.73
110017.0,M,6.0,Non-Hispanic Black,,,1.0
110018.0,F,20.0,Non-Hispanic White,High school graduate/GED or equivalent,Never married,1.99
110019.0,M,11.0,Other Hispanic,,,
110020.0,F,16.0,Mexican American,,,1.74
110022.0,F,16.0,Non-Hispanic White,,,1.53
110023.0,F,62.0,Non-Hispanic White,Some college or AA degree,Widowed/Divorced/Separated,1.88
110024.0,M,9.0,Other Hispanic,,,
110027.0,F,22.0,Non-Hispanic White,High school graduate/GED or equivalent,Married/Living with Partner,2.79
110028.0,F,23.0,Other Hispanic,High school graduate/GED or equivalent,Married/Living with Partner,0.99
110029.0,M,42.0,Mexican American,College graduate or above,Married/Living with Partner,5.0
110030.0,F,27.0,Non-Hispanic Black,High school graduate/GED or equivalent,Never married,1.09
110031.0,F,5.0,Non-Hispanic White,,,5.0
110034.0,F,35.0,Non-Hispanic Black,College graduate or above,Never married,0.59
110035.0,F,27.0,Non-Hispanic White,High school graduate/GED or equivalent,Never married,1.44
110036.0,F,50.0,Non-Hispanic White,Some college or AA degree,Married/Living with Partner,1.92
110037.0,M,69.0,Non-Hispanic Black,9-11th grade,Married/Living with Partner,
110038.0,F,58.0,Non-Hispanic Asian,9-11th grade,Widowed/Divorced/Separated,4.14
110040.0,M,28.0,Non-Hispanic White,High school graduate/GED or equivalent,Never married,0.82
110041.0,F,44.0,Other Race - Including Multi-Racial,Some college or AA degree,Married/Living with Partner,3.49
110042.0,F,62.0,Other Hispanic,College graduate or above,Widowed/Divorced/Separated,2.77
110043.0,M,37.0,Non-Hispanic Black,Some college or AA degree,Widowed/Divorced/Separated,3.6
110044.0,F,15.0,Non-Hispanic White,,,2.01
110045.0,F,69.0,Non-Hispanic White,College graduate or above,Widowed/Divorced/Separated,
110047.0,F,2.0,Other Race - Including Multi-Racial,,,4.08
110048.0,F,14.0,Non-Hispanic Black,,,
110049.0,F,14.0,Non-Hispanic Black,,,
110052.0,M,42.0,Mexican American,9-11th grade,Married/Living with Partner,
110053.0,M,2.0,Non-Hispanic Black,,,0.94
110054.0,M,44.0,Other Hispanic,Less than 9th grade,Widowed/Divorced/Separated,
110055.0,M,70.0,Other Hispanic,Some college or AA degree,Married/Living with Partner,2.0
110056.0,M,63.0,Non-Hispanic White,College graduate or above,Married/Living with Partner,
110057.0,M,69.0,Non-Hispanic Black,High school graduate/GED or equivalent,Married/Living with Partner,5.0
110059.0,M,38.0,Non-Hispanic White,College graduate or above,Married/Living with Partner,5.0
110061.0,M,61.0,Other Hispanic,Some college or AA degree,Widowed/Divorced/Separated,2.32
110062.0,F,40.0,Non-Hispanic Black,Some college or AA degree,Married/Living with Partner,3.25
110063.0,F,18.0,Non-Hispanic Black,,,0.4
110064.0,M,65.0,Non-Hispanic White,9-11th grade,Widowed/Divorced/Separated,5.0
110065.0,M,60.0,Non-Hispanic White,College graduate or above,Widowed/Divorced/Separated,3.18
110066.0,M,14.0,Non-Hispanic White,,,2.96
110067.0,M,25.0,Non-Hispanic White,High school graduate/GED or equivalent,Married/Living with Partner,1.2
110068.0,F,77.0,Non-Hispanic White,High school graduate/GED or equivalent,Widowed/Divorced/Separated,
110069.0,F,10.0,Non-Hispanic Black,,,0.8
110070.0,F,41.0,Non-Hispanic White,High school graduate/GED or equivalent,Married/Living with Partner,1.67
110071.0,M,59.0,Non-Hispanic Black,Some college or AA degree,Married/Living with Partner,2.37
110072.0,F,15.0,Non-Hispanic Black,,,0.1
110075.0,M,2.0,Non-Hispanic White,,,1.55
110077.0,F,6.0,Other Race - Including Multi-Racial,,,1.2
110079.0,F,54.0,Non-Hispanic Black,College graduate or above,Widowed/Divorced/Separated,3.08
110083.0,F,21.0,Non-Hispanic Black,High school graduate/GED or equivalent,Never married,
110085.0,M,60.0,Other Hispanic,High school graduate/GED or equivalent,Married/Living with Partner,3.69
110086.0,M,7.0,Non-Hispanic Black,,,5.397605346934028e-79
110087.0,M,62.0,Other Hispanic,9-11th grade,Married/Living with Partner,
110088.0,M,30.0,Other Hispanic,High school graduate/GED or equivalent,Married/Living with Partner,1.7
110090.0,M,56.0,Other Hispanic,Some college or AA degree,Married/Living with Partner,5.0
110091.0,F,39.0,Mexican American,Some college or AA degree,Widowed/Divorced/Separated,0.73
110092.0,M,80.0,Non-Hispanic White,Some college or AA degree,Married/Living with Partner,4.43
110095.0,M,14.0,Non-Hispanic Black,,,
110096.0,M,66.0,Non-Hispanic Black,9-11th grade,Never married,5.397605346934028e-79
110097.0,F,9.0,Other Race - Including Multi-Racial,,,1.42
110098.0,M,21.0,Mexican American,High school graduate/GED or equivalent,Never married,
110099.0,F,11.0,Non-Hispanic Black,,,4.9
110101.0,M,14.0,Non-Hispanic Black,,,0.88
110102.0,F,45.0,Mexican American,High school graduate/GED or equivalent,Married/Living with Partner,2.72
110103.0,M,80.0,Non-Hispanic White,College graduate or above,Widowed/Divorced/Separated,4.98
110105.0,F,25.0,Non-Hispanic Black,Some college or AA degree,Married/Living with Partner,2.06
110106.0,M,7.0,Other Race - Including Multi-Racial,,,2.2
110107.0,F,72.0,Non-Hispanic Black,Some college or AA degree,Widowed/Divorced/Separated,
110109.0,F,17.0,Non-Hispanic White,,,2.44
110111.0,F,11.0,Non-Hispanic Black,,,1.04
110112.0,F,36.0,Non-Hispanic Asian,College graduate or above,Married/Living with Partner,5.0
110113.0,M,9.0,Non-Hispanic Asian,,,
110114.0,F,44.0,Non-Hispanic White,Some college or AA degree,Married/Living with Partner,4.62
110115.0,F,4.0,Non-Hispanic White,,,0.91
110116.0,F,35.0,Non-Hispanic White,Some college or AA degree,Married/Living with Partner,3.11
